Female proportion,Male proportion,Difference (Female - Male),95% CI,z statistic,p-value,Decision at alpha = 0.05
0.37175792507204614,0.22733207601914987,0.14442584905289627,"[0.1294, 0.1595]",18.537353945089173,0.0,Reject H0
